# by Pavel_Play
inst
9330, bord_xyli, 0, 2473.34, -772.507, 32.5685, 0.0, 0.0, 1.0, 0.0, -1
17000, XYLIclothes_11, 1, 494.243, 17.8801, 1370.47, 0.0, 0.0, 0.0, 1.0, -1
17001, XYLIclothes_12, 1, 494.383, 20.9801, 1370.47, 0.0, 0.0, 0.0, 1.0, -1
17002, XYLIclothes_13, 1, 503.593, 22.8101, 1370.47, 0.0, 0.0, 0.0, 1.0, -1
17003, XYLIclothes_14, 1, 503.437, 25.0801, 1370.34, 0.0, 0.0, 0.0, 1.0, -1
17004, XYLIclothes_15, 1, 496.743, 21.7986, 1370.47, 0.0, 0.0, 0.0, 1.0, -1
17005, XYLIclothes_16, 1, 501.103, 21.5512, 1370.47, 0.0, 0.0, 0.0, 1.0, -1
17006, XYLIclothes_17, 1, 502.843, 17.2, 1371.82, 0.0, 0.0, 0.0, 1.0, -1
17007, XYLIclothes_18, 1, 503.566, 21.4, 1370.87, 0.0, 0.0, 0.0, 1.0, -1
17008, XYLIclothes_19, 1, 503.666, 19.365, 1370.6, 0.0, 0.0, 0.0, 1.0, -1
17009, XYLIclothes_20, 1, 503.173, 17.1, 1370.91, 0.0, 0.0, 0.0, 1.0, -1
17010, XYLIclothes_21, 1, 502.295, 23.5864, 1370.81, 0.0, 0.0, 0.0, 1.0, -1
17011, XYLIclothes_22, 1, 499.003, 28.1662, 1370.73, 0.0, 0.0, 0.0, 1.0, -1
17012, XYLIclothes_23, 1, 496.681, 26.3801, 1370.5, 0.0, 0.0, 0.0, 1.0, -1
17013, XYLIclothes_24, 1, 494.229, 18.0694, 1371.21, 0.0, 0.0, 0.0, 1.0, -1
17014, XYLIclothes_25, 1, 494.193, 22.33, 1370.61, 0.0, 0.0, 0.0, 1.0, -1
17015, XYLIclothes_26, 1, 494.208, 23.055, 1370.61, 0.0, 0.0, 0.0, 1.0, -1
17016, XYLIclothes_27, 1, 494.249, 21.8901, 1371.33, 0.0, 0.0, 0.0, 1.0, -1
17017, XYLIclothes_28, 1, 494.208, 25.0498, 1370.61, 0.0, 0.0, 0.0, 1.0, -1
17018, XYLIclothes_29, 1, 494.145, 23.4625, 1370.69, 0.0, 0.0, 0.0, 1.0, -1
17019, XYLIclothes_30, 1, 494.145, 24.0413, 1370.69, 0.0, 0.0, 0.0, 1.0, -1
17020, XYLIclothes_31, 1, 494.204, 24.8277, 1370.31, 0.0, 0.0, 0.0, 1.0, -1
17021, XYLIclothes_32, 1, 494.2, 26.2964, 1370.32, 0.0, 0.0, 0.0, 1.0, -1
17022, XYLIclothes_33, 1, 494.148, 26.3934, 1370.93, 0.0, 0.0, 0.0, 1.0, -1
17023, XYLIclothes_34, 1, 494.122, 27.4658, 1371.26, 0.0, 0.0, 0.0, 1.0, -1
17024, XYLIclothes_35, 1, 494.2, 28.0, 1370.5, 0.0, 0.0, 0.0, 1.0, -1
17025, XYLIclothes_36, 1, 494.494, 28.9178, 1370.1, 0.0, 0.0, 0.0, 1.0, -1
17026, XYLIclothes_37, 1, 502.615, 29.6, 1370.85, 0.0, 0.0, 0.0, 1.0, -1
17027, XYLIclothes_38, 1, 496.047, 29.6, 1370.63, 0.0, 0.0, 0.0, 1.0, -1
17028, XYLIclothes_39, 1, 495.407, 29.6, 1370.63, 0.0, 0.0, 0.0, 1.0, -1
17029, XYLIclothes_40, 1, 494.785, 29.6, 1370.85, 0.0, 0.0, 0.0, 1.0, -1
17030, XYLIclothes_41, 1, 500.929, 17.2, 1371.21, 0.0, 0.0, 0.0, 1.0, -1
17031, XYLIclothes_42, 1, 501.576, 17.1, 1370.91, 0.0, 0.0, 0.0, 1.0, -1
17032, XYLIclothes_43, 1, 503.666, 20.2103, 1370.6, 0.0, 0.0, 0.0, 1.0, -1
17033, XYLIclothes_44, 1, 494.148, 27.4997, 1370.7, 0.0, 0.0, 0.0, 1.0, -1
17034, XYLIclothes_45, 1, 502.297, 29.63, 1370.21, 0.0, 0.0, 0.0, 1.0, -1
17035, XYLIclothes_46, 1, 498.911, 22.1905, 1370.46, 0.0, 0.0, 0.0, 1.0, -1
17036, XYLIclothes_47, 1, 496.787, 28.8352, 1370.83, 0.0, 0.0, 0.0, 1.0, -1
17037, XYLIclothes_48, 1, 501.05, 28.8596, 1370.83, 0.0, 0.0, 0.0, 1.0, -1
17038, XYLIclothes_49, 1, 496.036, 18.3195, 1371.08, 0.0, 0.0, 0.0, 1.0, -1
17039, XYLIclothes_50, 1, 497.964, 17.2, 1370.91, 0.0, 0.0, 0.0, 1.0, -1
17040, XYLIclothes_51, 1, 498.884, 16.9136, 1372.11, 0.0, 0.0, 0.0, 1.0, -1
17041, XYLIclothes_09, 1, 498.924, 23.7901, 1371.1, 0.0, 0.0, 0.0, 1.0, -1
17042, XYLIclothes_10, 1, 496.512, 24.1082, 1371.43, 0.0, 0.0, 0.0, 1.0, -1
17043, XYLIclothes_00, 1, 498.928, 23.789, 1371.45, 0.0, 0.0, 0.0, 1.0, -1
17044, XYLIclothes_01, 1, 500.689, 23.415, 1370.2, 0.0, 0.0, 0.0, 1.0, -1
17045, XYLIclothes_02, 1, 501.955, 29.6, 1371.07, 0.0, 0.0, 0.0, 1.0, -1
17046, XYLIclothes_03, 1, 494.2, 28.6, 1370.92, 0.0, 0.0, 0.0, 1.0, -1
17047, XYLIclothes_04, 1, 499.394, 17.2, 1370.91, 0.0, 0.0, 0.0, 1.0, -1
17048, XYLIclothes_05, 1, 498.963, 19.3722, 1370.92, 0.0, 0.0, 0.0, 1.0, -1
17049, XYLIclothes_06, 1, 497.687, 20.5255, 1371.17, 0.0, 0.0, 0.0, 1.0, -1
17050, XYLIclothes_07, 1, 503.437, 27.8801, 1370.34, 0.0, 0.0, 0.0, 1.0, -1
17051, XYLIclothes_08, 1, 500.984, 23.6437, 1371.43, 0.0, 0.0, 0.0, 1.0, -1
17052, auotsal, 1, 1150.0, 222.0, 1000.0, 0.0, 0.0, 0.0, 1.0, -1
17053, XYLI_ZAVOD_20, 1, -18.7087, -4.99841, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17054, XYLI_ZAVOD_21, 1, -36.3604, -4.99841, 1381.03541, 0.0, 0.0, 0.0, 1.0, -1
17055, XYLI_ZAVOD_22, 1, -25.2866, -4.99841, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17056, XYLI_ZAVOD_23, 1, -31.835, -4.99841, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17057, XYLI_ZAVOD_24, 1, -18.7087, 8.95335, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17058, XYLI_ZAVOD_25, 1, -25.2866, 8.95335, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17059, XYLI_ZAVOD_26, 1, -31.835, 8.95335, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17060, XYLI_ZAVOD_27, 1, -36.3604, 8.95335, 1381.03541, 0.0, 0.0, 0.0, 1.0, -1
17061, XYLI_ZAVOD_28, 1, -9.24121, 2.1594, 1382.49189, 0.0, 0.0, 0.0, 1.0, -1
17062, XYLI_ZAVOD_29, 1, -0.794843, 2.19183, 1384.3343, 0.0, 0.0, 0.0, 1.0, -1
17063, XYLI_ZAVOD_30, 1, -10.7713, 4.20403, 1381.11369, 0.0, 0.0, 0.0, 1.0, -1
17064, XYLI_ZAVOD_31, 1, -10.5269, 2.16777, 1382.51328, 0.0, 0.0, 0.0, 1.0, -1
17065, XYLI_ZAVOD_00, 1, -0.666889, 2.19371, 1381.01508, 0.0, 0.0, 0.0, 1.0, -1
17066, XYLI_ZAVOD_01, 1, -12.7621, 8.12184, 1381.15149, 0.0, 0.0, 0.0, 1.0, -1
17067, XYLI_ZAVOD_02, 1, -12.217, -4.99841, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17068, XYLI_ZAVOD_03, 1, -12.217, 8.95335, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17069, XYLI_ZAVOD_04, 1, -5.58353, 8.95335, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17070, XYLI_ZAVOD_05, 1, -5.58353, -4.99841, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17071, XYLI_ZAVOD_06, 1, 0.828434, 8.95335, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17072, XYLI_ZAVOD_07, 1, 0.828434, -4.99841, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17073, XYLI_ZAVOD_08, 1, 7.10274, 8.95335, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17074, XYLI_ZAVOD_09, 1, 7.10274, -4.99841, 1380.511369, 0.0, 0.0, 0.0, 1.0, -1
17075, XYLI_ZAVOD_10, 1, -7.55325, 2.26096, 1381.15737, 0.0, 0.0, 0.0, 1.0, -1
17076, XYLI_ZAVOD_11, 1, 18.009, 5.76485, 1381.42067, 0.0, 0.0, 0.0, 1.0, -1
17077, XYLI_ZAVOD_12, 1, -10.4181, 7.51653, 1380.905448, 0.0, 0.0, 0.0, 1.0, -1
17078, XYLI_ZAVOD_13, 1, 10.3946, 2.96338, 1380.960967, 0.0, 0.0, 0.0, 1.0, -1
17079, XYLI_ZAVOD_14, 1, -6.15215, 2.65179, 1381.15655, 0.0, 0.0, 0.0, 1.0, -1
17080, XYLI_ZAVOD_15, 1, 18.1274, 4.72348, 1381.1501, 0.0, 0.0, 0.0, 1.0, -1
17081, XYLI_ZAVOD_17, 1, 9.97062, 2.80317, 1380.711558, 0.0, 0.0, 0.0, 1.0, -1
17082, XYLI_ZAVOD_18, 1, -37.4768, 5.95272, 1382.10897, 0.0, 0.0, 0.0, 1.0, -1
17083, XYLI_ZAVOD_19, 1, -9.05135, 2.2849, 1382.51415, 0.0, 0.0, 0.0, 1.0, -1
17084, XYLI_ZAVOD_32, 1, -24.8019, 2.19183, 1384.3343, 0.0, 0.0, 0.0, 1.0, -1
17085, XYLI_ZAVOD_33, 1, -22.4855, 2.38146, 1381.17606, 0.0, 0.0, 0.0, 1.0, -1
17086, XYLI_ZAVOD_34, 1, -4.98095, 2.14954, 1381.12535, 0.0, 0.0, 0.0, 1.0, -1
17087, XYLI_ZAVOD_35, 1, -31.6983, -8.64743, 1380.5115, 0.0, 0.0, 0.0, 1.0, -1
17088, XYLI_ZAVOD_16, 1, -12.4497, 5.50689, 1381.23743, 0.0, 0.0, 0.0, 1.0, -1
17089, XYLI_ZAVOD_36, 1, -12.4497, 5.50689, 1381.23743, 0.0, 0.0, 0.0, 1.0, -1
17090, XYLI_ZAVOD_37, 1, 9.97062, 2.80317, 1380.711558, 0.0, 0.0, 0.0, 1.0, -1
17091, XYLI_ZAVOD_38, 1, -10.7713, 4.20403, 1381.11369, 0.0, 0.0, 0.0, 1.0, -1
17092, shahta_01, 1, 560.0, 525.0, 1000.0, 0.0, 0.0, 0.0, 1.0, -1
17093, shahta_02, 1, 560.0, 525.0, 1000.0, 0.0, 0.0, 0.0, 1.0, -1
17094, shahta_03, 1, 560.0, 525.0, 1000.0, 0.0, 0.0, 0.0, 1.0, -1
17095, shahta_04, 1, 560.0, 525.0, 1000.0, 0.0, 0.0, 0.0, 1.0, -1
17096, shahta_05, 1, 560.0, 525.0, 1000.0, 0.0, 0.0, 0.0, 1.0, -1
17097, shahta_06, 1, 560.0, 525.0, 1000.0, 0.0, 0.0, 0.0, 1.0, -1
#17098, shahta_07, 1, 560.0, 25.0, 1000.0, 0.0, 0.0, 0.0, 1.0, -1
17099, padik, 1, 560.0, 25.0, 1050.0, 0.0, 0.0, 0.0, 1.0, -1
17099, padik, 2, 560.0, 25.0, 1050.0, 0.0, 0.0, 0.0, 1.0, -1
17101, meria_XYLI_31, 1, 956.317, -15.453, 1380.7, 0.0, 0.0, 0.0, 1.0, -1
17102, meria_XYLI_01, 1, 979.778, -3.97556, 1381.29, 0.0, 0.0, 0.0, 1.0, -1
17103, meria_XYLI_02, 1, 969.049, -18.4567, 1380.35, 0.0, 0.0, 0.0, 1.0, -1
17104, meria_XYLI_03, 1, 990.594, -18.4567, 1380.35, 0.0, 0.0, 0.0, 1.0, -1
17105, meria_XYLI_60, 1, 993.126, -14.4961, 1382.67, 0.0, 0.0, 0.0, 1.0, -1
17106, meria_XYLI_05, 1, 950.145, -2.92214, 1381.03, 0.0, 0.0, 0.0, 1.0, -1
17107, meria_XYLI_06, 1, 1009.45, 10.0135, 1381.03, 0.0, 0.0, 0.0, 1.0, -1
17108, meria_XYLI_07, 1, 1002.87, 10.9784, 1381.32, 0.0, 0.0, 2.38419e-007, 1.0, -1
17109, meria_XYLI_08, 1, 952.383, -6.15522, 1380.7, 0.0, 0.0, 0.0, 1.0, -1
